"Jurisdiction","Precinct","Race","Candidate","Votes"
"Washoe","4043","Governor","Goodman, Robert ""Bob""","3"
"Washoe","4043","Governor","None Of These Candidates","0"
"Washoe","4043","Governor","Sandoval, Brian","13"
"Washoe","4043","Governor","VanDerBeek, David Lory","5"
"Washoe","4045","Governor","Goodman, Robert ""Bob""","52"
"Washoe","4045","Governor","None Of These Candidates","3"
"Washoe","4045","Governor","Sandoval, Brian","162"
"Washoe","4045","Governor","VanDerBeek, David Lory","4"
"Washoe","4046","Governor","Goodman, Robert ""Bob""","4"
"Washoe","4046","Governor","None Of These Candidates","1"
"Washoe","4046","Governor","Sandoval, Brian","11"
"Washoe","4046","Governor","VanDerBeek, David Lory","0"
"Washoe","4047","Governor","Goodman, Robert ""Bob""","8"
"Washoe","4047","Governor","None Of These Candidates","2"
"Washoe","4047","Governor","Sandoval, Brian","20"
"Washoe","4047","Governor","VanDerBeek, David Lory","2"
"Washoe","4050","Governor","Goodman, Robert ""Bob""","*"
"Washoe","4050","Governor","None Of These Candidates","*"
"Washoe","4050","Governor","Sandoval, Brian","*"
"Washoe","4050","Governor","VanDerBeek, David Lory","*"
"Washoe","4051","Governor","Goodman, Robert ""Bob""","*"
"Washoe","4051","Governor","None Of These Candidates","*"
"Washoe","4051","Governor","Sandoval, Brian","*"
"Washoe","4051","Governor","VanDerBeek, David Lory","*"
"Washoe","4052","Governor","Goodman, Robert ""Bob""","*"
"Washoe","4052","Governor","None Of These Candidates","*"
"Washoe","4052","Governor","Sandoval, Brian","*"
"Washoe","4052","Governor","VanDerBeek, David Lory","*"
"Washoe","4053","Governor","Goodman, Robert ""Bob""","76"
"Washoe","4053","Governor","None Of These Candidates","9"
"Washoe","4053","Governor","Sandoval, Brian","135"
"Washoe","4053","Governor","VanDerBeek, David Lory","5"
"Washoe","5000","Governor","Goodman, Robert ""Bob""","91"
"Washoe","5000","Governor","None Of These Candidates","20"
"Washoe","5000","Governor","Sandoval, Brian","235"
"Washoe","5000","Governor","VanDerBeek, David Lory","10"
"Washoe","5003","Governor","Goodman, Robert ""Bob""","8"
"Washoe","5003","Governor","None Of These Candidates","3"
"Washoe","5003","Governor","Sandoval, Brian","15"
"Washoe","5003","Governor","VanDerBeek, David Lory","3"
"Washoe","5005","Governor","Goodman, Robert ""Bob""","114"
"Washoe","5005","Governor","None Of These Candidates","11"
"Washoe","5005","Governor","Sandoval, Brian","122"
"Washoe","5005","Governor","VanDerBeek, David Lory","6"
"Washoe","5006","Governor","Goodman, Robert ""Bob""","178"
"Washoe","5006","Governor","None Of These Candidates","40"
"Washoe","5006","Governor","Sandoval, Brian","432"
"Washoe","5006","Governor","VanDerBeek, David Lory","10"
"Washoe","5007","Governor","Goodman, Robert ""Bob""","4"
"Washoe","5007","Governor","None Of These Candidates","1"
"Washoe","5007","Governor","Sandoval, Brian","22"
"Washoe","5007","Governor","VanDerBeek, David Lory","2"
"Washoe","5008","Governor","Goodman, Robert ""Bob""","64"
"Washoe","5008","Governor","None Of These Candidates","17"
"Washoe","5008","Governor","Sandoval, Brian","159"
"Washoe","5008","Governor","VanDerBeek, David Lory","8"
"Washoe","5009","Governor","Goodman, Robert ""Bob""","94"
"Washoe","5009","Governor","None Of These Candidates","19"
"Washoe","5009","Governor","Sandoval, Brian","151"
"Washoe","5009","Governor","VanDerBeek, David Lory","8"
"Washoe","5010","Governor","Goodman, Robert ""Bob""","74"
"Washoe","5010","Governor","None Of These Candidates","10"
"Washoe","5010","Governor","Sandoval, Brian","122"
"Washoe","5010","Governor","VanDerBeek, David Lory","7"
"Washoe","5011","Governor","Goodman, Robert ""Bob""","101"
"Washoe","5011","Governor","None Of These Candidates","9"
"Washoe","5011","Governor","Sandoval, Brian","355"
"Washoe","5011","Governor","VanDerBeek, David Lory","17"
"Washoe","5012","Governor","Goodman, Robert ""Bob""","55"
"Washoe","5012","Governor","None Of These Candidates","4"
"Washoe","5012","Governor","Sandoval, Brian","168"
"Washoe","5012","Governor","VanDerBeek, David Lory","2"
"Washoe","5014","Governor","Goodman, Robert ""Bob""","88"
"Washoe","5014","Governor","None Of These Candidates","16"
"Washoe","5014","Governor","Sandoval, Brian","336"
"Washoe","5014","Governor","VanDerBeek, David Lory","5"
"Washoe","5015","Governor","Goodman, Robert ""Bob""","45"
"Washoe","5015","Governor","None Of These Candidates","10"
"Washoe","5015","Governor","Sandoval, Brian","232"
"Washoe","5015","Governor","VanDerBeek, David Lory","4"
"Washoe","5016","Governor","Goodman, Robert ""Bob""","118"
"Washoe","5016","Governor","None Of These Candidates","17"
"Washoe","5016","Governor","Sandoval, Brian","392"
"Washoe","5016","Governor","VanDerBeek, David Lory","17"
"Washoe","5018","Governor","Goodman, Robert ""Bob""","124"
"Washoe","5018","Governor","None Of These Candidates","18"
"Washoe","5018","Governor","Sandoval, Brian","327"
"Washoe","5018","Governor","VanDerBeek, David Lory","16"
"Washoe","5020","Governor","Goodman, Robert ""Bob""","22"
"Washoe","5020","Governor","None Of These Candidates","4"
"Washoe","5020","Governor","Sandoval, Brian","41"
"Washoe","5020","Governor","VanDerBeek, David Lory","2"
"Washoe","5022","Governor","Goodman, Robert ""Bob""","114"
"Washoe","5022","Governor","None Of These Candidates","19"
"Washoe","5022","Governor","Sandoval, Brian","316"
"Washoe","5022","Governor","VanDerBeek, David Lory","14"
"Washoe","5023","Governor","Goodman, Robert ""Bob""","*"
"Washoe","5023","Governor","None Of These Candidates","*"
"Washoe","5023","Governor","Sandoval, Brian","*"
"Washoe","5023","Governor","VanDerBeek, David Lory","*"
"Washoe","5024","Governor","Goodman, Robert ""Bob""","141"
"Washoe","5024","Governor","None Of These Candidates","22"
"Washoe","5024","Governor","Sandoval, Brian","370"
"Washoe","5024","Governor","VanDerBeek, David Lory","10"
"Washoe","5026","Governor","Goodman, Robert ""Bob""","143"
"Washoe","5026","Governor","None Of These Candidates","13"
"Washoe","5026","Governor","Sandoval, Brian","289"
"Washoe","5026","Governor","VanDerBeek, David Lory","12"
"Washoe","5027","Governor","Goodman, Robert ""Bob""","45"
"Washoe","5027","Governor","None Of These Candidates","8"
"Washoe","5027","Governor","Sandoval, Brian","65"
"Washoe","5027","Governor","VanDerBeek, David Lory","4"
"Washoe","5030","Governor","Goodman, Robert ""Bob""","62"
"Washoe","5030","Governor","None Of These Candidates","13"
"Washoe","5030","Governor","Sandoval, Brian","413"
"Washoe","5030","Governor","VanDerBeek, David Lory","5"
"Washoe","5031","Governor","Goodman, Robert ""Bob""","56"
"Washoe","5031","Governor","None Of These Candidates","9"
"Washoe","5031","Governor","Sandoval, Brian","447"
"Washoe","5031","Governor","VanDerBeek, David Lory","3"
"Washoe","5032","Governor","Goodman, Robert ""Bob""","5"
"Washoe","5032","Governor","None Of These Candidates","5"
"Washoe","5032","Governor","Sandoval, Brian","65"
"Washoe","5032","Governor","VanDerBeek, David Lory","6"
"Washoe","5033","Governor","Goodman, Robert ""Bob""","113"
"Washoe","5033","Governor","None Of These Candidates","20"
"Washoe","5033","Governor","Sandoval, Brian","277"
"Washoe","5033","Governor","VanDerBeek, David Lory","8"
"Washoe","5034","Governor","Goodman, Robert ""Bob""","85"
"Washoe","5034","Governor","None Of These Candidates","20"
"Washoe","5034","Governor","Sandoval, Brian","306"
"Washoe","5034","Governor","VanDerBeek, David Lory","9"
"Washoe","5035","Governor","Goodman, Robert ""Bob""","136"
"Washoe","5035","Governor","None Of These Candidates","13"
"Washoe","5035","Governor","Sandoval, Brian","361"
"Washoe","5035","Governor","VanDerBeek, David Lory","14"
"Washoe","5036","Governor","Goodman, Robert ""Bob""","134"
"Washoe","5036","Governor","None Of These Candidates","7"
"Washoe","5036","Governor","Sandoval, Brian","515"
"Washoe","5036","Governor","VanDerBeek, David Lory","13"
"Washoe","5039","Governor","Goodman, Robert ""Bob""","2"
"Washoe","5039","Governor","None Of These Candidates","0"
"Washoe","5039","Governor","Sandoval, Brian","23"
"Washoe","5039","Governor","VanDerBeek, David Lory","0"
"Washoe","5040","Governor","Goodman, Robert ""Bob""","72"
"Washoe","5040","Governor","None Of These Candidates","18"
"Washoe","5040","Governor","Sandoval, Brian","412"
"Washoe","5040","Governor","VanDerBeek, David Lory","12"
"Washoe","5041","Governor","Goodman, Robert ""Bob""","61"
"Washoe","5041","Governor","None Of These Candidates","11"
"Washoe","5041","Governor","Sandoval, Brian","230"
"Washoe","5041","Governor","VanDerBeek, David Lory","8"
"Washoe","5045","Governor","Goodman, Robert ""Bob""","69"
"Washoe","5045","Governor","None Of These Candidates","10"
"Washoe","5045","Governor","Sandoval, Brian","595"
"Washoe","5045","Governor","VanDerBeek, David Lory","9"
"Washoe","5046","Governor","Goodman, Robert ""Bob""","135"
"Washoe","5046","Governor","None Of These Candidates","19"
"Washoe","5046","Governor","Sandoval, Brian","697"
"Washoe","5046","Governor","VanDerBeek, David Lory","19"
"Washoe","5047","Governor","Goodman, Robert ""Bob""","*"
"Washoe","5047","Governor","None Of These Candidates","*"
"Washoe","5047","Governor","Sandoval, Brian","*"
"Washoe","5047","Governor","VanDerBeek, David Lory","*"
"Washoe","5048","Governor","Goodman, Robert ""Bob""","*"
"Washoe","5048","Governor","None Of These Candidates","*"
"Washoe","5048","Governor","Sandoval, Brian","*"
"Washoe","5048","Governor","VanDerBeek, David Lory","*"
"Washoe","5049","Governor","Goodman, Robert ""Bob""","*"
"Washoe","5049","Governor","None Of These Candidates","*"
"Washoe","5049","Governor","Sandoval, Brian","*"
"Washoe","5049","Governor","VanDerBeek, David Lory","*"
"Washoe","5050","Governor","Goodman, Robert ""Bob""","*"
"Washoe","5050","Governor","None Of These Candidates","*"
"Washoe","5050","Governor","Sandoval, Brian","*"
"Washoe","5050","Governor","VanDerBeek, David Lory","*"
"Washoe","5051","Governor","Goodman, Robert ""Bob""","*"
"Washoe","5051","Governor","None Of These Candidates","*"
"Washoe","5051","Governor","Sandoval, Brian","*"
"Washoe","5051","Governor","VanDerBeek, David Lory","*"
"Washoe","5052","Governor","Goodman, Robert ""Bob""","*"
"Washoe","5052","Governor","None Of These Candidates","*"
"Washoe","5052","Governor","Sandoval, Brian","*"
"Washoe","5052","Governor","VanDerBeek, David Lory","*"
"Washoe","5053","Governor","Goodman, Robert ""Bob""","*"
"Washoe","5053","Governor","None Of These Candidates","*"
"Washoe","5053","Governor","Sandoval, Brian","*"
"Washoe","5053","Governor","VanDerBeek, David Lory","*"
"Washoe","5054","Governor","Goodman, Robert ""Bob""","*"
"Washoe","5054","Governor","None Of These Candidates","*"
"Washoe","5054","Governor","Sandoval, Brian","*"
"Washoe","5054","Governor","VanDerBeek, David Lory","*"
"Washoe","5056","Governor","Goodman, Robert ""Bob""","106"
"Washoe","5056","Governor","None Of These Candidates","12"
"Washoe","5056","Governor","Sandoval, Brian","285"
"Washoe","5056","Governor","VanDerBeek, David Lory","8"
"Washoe","5058","Governor","Goodman, Robert ""Bob""","*"
"Washoe","5058","Governor","None Of These Candidates","*"
"Washoe","5058","Governor","Sandoval, Brian","*"
"Washoe","5058","Governor","VanDerBeek, David Lory","*"
"Washoe","5061","Governor","Goodman, Robert ""Bob""","*"
"Washoe","5061","Governor","None Of These Candidates","*"
"Washoe","5061","Governor","Sandoval, Brian","*"
"Washoe","5061","Governor","VanDerBeek, David Lory","*"
"Washoe","5062","Governor","Goodman, Robert ""Bob""","120"
"Washoe","5062","Governor","None Of These Candidates","20"
"Washoe","5062","Governor","Sandoval, Brian","450"
"Washoe","5062","Governor","VanDerBeek, David Lory","10"
"Washoe","5063","Governor","Goodman, Robert ""Bob""","20"
"Washoe","5063","Governor","None Of These Candidates","1"
"Washoe","5063","Governor","Sandoval, Brian","24"
"Washoe","5063","Governor","VanDerBeek, David Lory","4"
"Washoe","5064","Governor","Goodman, Robert ""Bob""","58"
"Washoe","5064","Governor","None Of These Candidates","7"
"Washoe","5064","Governor","Sandoval, Brian","83"
"Washoe","5064","Governor","VanDerBeek, David Lory","11"
"Washoe","5065","Governor","Goodman, Robert ""Bob""","*"
"Washoe","5065","Governor","None Of These Candidates","*"
"Washoe","5065","Governor","Sandoval, Brian","*"
"Washoe","5065","Governor","VanDerBeek, David Lory","*"
"Washoe","5066","Governor","Goodman, Robert ""Bob""","73"
"Washoe","5066","Governor","None Of These Candidates","13"
"Washoe","5066","Governor","Sandoval, Brian","130"
"Washoe","5066","Governor","VanDerBeek, David Lory","5"
"Washoe","6100","Governor","Goodman, Robert ""Bob""","56"
"Washoe","6100","Governor","None Of These Candidates","11"
"Washoe","6100","Governor","Sandoval, Brian","124"
"Washoe","6100","Governor","VanDerBeek, David Lory","9"
"Washoe","6101","Governor","Goodman, Robert ""Bob""","14"
"Washoe","6101","Governor","None Of These Candidates","3"
"Washoe","6101","Governor","Sandoval, Brian","24"
"Washoe","6101","Governor","VanDerBeek, David Lory","2"
"Washoe","6102","Governor","Goodman, Robert ""Bob""","11"
"Washoe","6102","Governor","None Of These Candidates","0"
"Washoe","6102","Governor","Sandoval, Brian","33"
"Washoe","6102","Governor","VanDerBeek, David Lory","3"
"Washoe","6104","Governor","Goodman, Robert ""Bob""","*"
"Washoe","6104","Governor","None Of These Candidates","*"
"Washoe","6104","Governor","Sandoval, Brian","*"
"Washoe","6104","Governor","VanDerBeek, David Lory","*"
"Washoe","6105","Governor","Goodman, Robert ""Bob""","31"
"Washoe","6105","Governor","None Of These Candidates","3"
"Washoe","6105","Governor","Sandoval, Brian","73"
"Washoe","6105","Governor","VanDerBeek, David Lory","2"
"Washoe","6106","Governor","Goodman, Robert ""Bob""","56"
"Washoe","6106","Governor","None Of These Candidates","3"
"Washoe","6106","Governor","Sandoval, Brian","145"
"Washoe","6106","Governor","VanDerBeek, David Lory","6"
"Washoe","6107","Governor","Goodman, Robert ""Bob""","3"
"Washoe","6107","Governor","None Of These Candidates","2"
"Washoe","6107","Governor","Sandoval, Brian","23"
"Washoe","6107","Governor","VanDerBeek, David Lory","2"
"Washoe","6108","Governor","Goodman, Robert ""Bob""","90"
"Washoe","6108","Governor","None Of These Candidates","10"
"Washoe","6108","Governor","Sandoval, Brian","194"
"Washoe","6108","Governor","VanDerBeek, David Lory","15"
"Washoe","6109","Governor","Goodman, Robert ""Bob""","74"
"Washoe","6109","Governor","None Of These Candidates","7"
"Washoe","6109","Governor","Sandoval, Brian","169"
"Washoe","6109","Governor","VanDerBeek, David Lory","5"
"Washoe","6110","Governor","Goodman, Robert ""Bob""","94"
"Washoe","6110","Governor","None Of These Candidates","7"
"Washoe","6110","Governor","Sandoval, Brian","215"
"Washoe","6110","Governor","VanDerBeek, David Lory","14"
"Washoe","6111","Governor","Goodman, Robert ""Bob""","61"
"Washoe","6111","Governor","None Of These Candidates","7"
"Washoe","6111","Governor","Sandoval, Brian","170"
"Washoe","6111","Governor","VanDerBeek, David Lory","2"
"Washoe","6113","Governor","Goodman, Robert ""Bob""","58"
"Washoe","6113","Governor","None Of These Candidates","5"
"Washoe","6113","Governor","Sandoval, Brian","108"
"Washoe","6113","Governor","VanDerBeek, David Lory","3"
"Washoe","6114","Governor","Goodman, Robert ""Bob""","110"
"Washoe","6114","Governor","None Of These Candidates","10"
"Washoe","6114","Governor","Sandoval, Brian","235"
"Washoe","6114","Governor","VanDerBeek, David Lory","16"
"Washoe","6115","Governor","Goodman, Robert ""Bob""","7"
"Washoe","6115","Governor","None Of These Candidates","0"
"Washoe","6115","Governor","Sandoval, Brian","11"
"Washoe","6115","Governor","VanDerBeek, David Lory","0"
"Washoe","6202","Governor","Goodman, Robert ""Bob""","110"
"Washoe","6202","Governor","None Of These Candidates","7"
"Washoe","6202","Governor","Sandoval, Brian","311"
"Washoe","6202","Governor","VanDerBeek, David Lory","12"
"Washoe","6203","Governor","Goodman, Robert ""Bob""","41"
"Washoe","6203","Governor","None Of These Candidates","6"
"Washoe","6203","Governor","Sandoval, Brian","65"
"Washoe","6203","Governor","VanDerBeek, David Lory","4"
"Washoe","6205","Governor","Goodman, Robert ""Bob""","97"
"Washoe","6205","Governor","None Of These Candidates","9"
"Washoe","6205","Governor","Sandoval, Brian","192"
"Washoe","6205","Governor","VanDerBeek, David Lory","8"
"Washoe","6206","Governor","Goodman, Robert ""Bob""","11"
"Washoe","6206","Governor","None Of These Candidates","2"
"Washoe","6206","Governor","Sandoval, Brian","10"
"Washoe","6206","Governor","VanDerBeek, David Lory","0"
"Washoe","6207","Governor","Goodman, Robert ""Bob""","*"
"Washoe","6207","Governor","None Of These Candidates","*"
"Washoe","6207","Governor","Sandoval, Brian","*"
"Washoe","6207","Governor","VanDerBeek, David Lory","*"
"Washoe","6208","Governor","Goodman, Robert ""Bob""","76"
"Washoe","6208","Governor","None Of These Candidates","11"
"Washoe","6208","Governor","Sandoval, Brian","171"
"Washoe","6208","Governor","VanDerBeek, David Lory","8"
"Washoe","6209","Governor","Goodman, Robert ""Bob""","48"
"Washoe","6209","Governor","None Of These Candidates","5"
"Washoe","6209","Governor","Sandoval, Brian","119"
